Machine_ID,Temperature,Vibration,RPM,Humidity,Power,Running_Hours,Status
LOOM0450,33.12,0.99,1209,58.46,4.87,300,Running
LOOM0451,35.17,1.46,1218,59.55,4.59,108,Running
LOOM0452,34.09,1.77,1219,58.69,4.87,459,Running
LOOM0453,33.78,1.42,1185,60.69,4.51,172,Running
LOOM0454,33.83,0.77,1189,60.04,4.62,120,Running
LOOM0455,35.45,1.13,1211,60.54,4.89,380,Running
LOOM0456,37.58,0.76,1190,59.96,4.34,211,Running
LOOM0457,37.05,1.43,1202,61.81,4.68,149,Running
LOOM0458,36.89,1.95,1212,60.61,4.61,301,Running
LOOM0459,34.49,1.76,1211,58.67,4.77,457,Running
LOOM0460,36.57,0.94,1197,58.9,4.49,449,Running
LOOM0461,34.74,1.61,1211,60.2,4.31,108,Running
LOOM0462,33.61,1.31,1203,60.17,4.96,439,Running
LOOM0463,36.31,1.32,1207,58.41,5.03,434,Running
LOOM0464,33.49,1.81,1182,59.8,4.55,468,Running
LOOM0465,32.52,1.8,1187,61.1,4.44,465,Running
LOOM0466,36.43,1.53,1219,60.53,4.37,121,Running
LOOM0467,36.71,1.72,1183,60.28,4.73,355,Running
LOOM0468,35.23,0.99,1198,59.16,4.47,489,Running
LOOM0469,35.09,1.85,1186,58.54,4.95,260,Running
LOOM0470,37.51,1.99,1188,60.81,4.33,124,Running
LOOM0471,36.27,1.74,1205,59.96,4.78,187,Running
LOOM0472,35.77,1.06,1184,60.53,5.08,97,Running
LOOM0473,34.42,1.62,1203,59.82,4.69,347,Running
LOOM0474,32.01,1.66,1185,60.92,4.66,390,Running
LOOM0475,36.18,1.78,1214,59.59,5.17,472,Running
LOOM0476,33.27,0.9,1198,59.35,4.78,339,Running
LOOM0477,37.11,1.68,1183,58.18,4.83,478,Running
LOOM0478,34.76,0.69,1190,59.77,4.2,269,Running
LOOM0479,33.21,1.53,1188,61.53,4.5,497,Running
LOOM0480,37.6,0.91,1203,59.0,4.57,382,Running
LOOM0481,32.99,1.09,1199,60.9,4.96,269,Running
LOOM0482,35.93,1.56,1180,58.85,4.28,353,Running
LOOM0483,33.36,1.52,1180,58.03,4.54,111,Running
LOOM0484,37.93,1.13,1188,59.91,4.43,95,Running
LOOM0485,36.38,0.65,1200,59.47,4.5,245,Running
LOOM0486,36.64,1.63,1188,60.57,4.88,85,Running
LOOM0487,35.18,0.51,1190,59.76,4.92,371,Running
LOOM0488,36.49,1.88,1219,60.75,5.06,94,Running
LOOM0489,37.38,0.71,1187,60.36,4.58,269,Running
LOOM0490,33.89,0.71,1197,60.58,4.45,357,Running
LOOM0491,35.6,1.41,1181,61.39,4.86,204,Running
LOOM0492,33.23,1.41,1192,60.99,4.5,77,Running
LOOM0493,36.7,1.69,1195,59.98,4.31,305,Running
LOOM0494,35.83,0.61,1180,61.95,5.13,117,Running
LOOM0495,34.32,1.76,1206,59.46,4.88,440,Running
LOOM0496,34.83,1.98,1184,58.07,4.27,184,Running
LOOM0497,33.29,1.88,1205,60.03,4.83,306,Running
LOOM0498,36.6,1.14,1205,58.33,4.74,365,Running
LOOM0499,32.92,0.63,1185,60.05,4.4,463,Running
LOOM0500,32.93,0.99,1217,60.54,5.03,398,Running
LOOM0501,35.86,0.97,1207,60.92,5.05,79,Running
LOOM0502,33.47,1.89,1187,59.81,4.81,208,Running
LOOM0503,36.0,1.49,1191,58.48,4.91,409,Running
LOOM0504,32.07,1.24,1202,60.09,4.98,419,Running
LOOM0505,33.56,1.06,1197,60.93,4.32,65,Running
LOOM0506,34.01,1.14,1213,58.26,4.91,345,Running
LOOM0507,35.77,1.24,1212,59.44,4.7,340,Running
LOOM0508,33.0,0.74,1186,61.58,4.87,109,Running
LOOM0509,33.37,1.26,1182,61.43,4.21,73,Running
LOOM0510,34.83,1.07,1189,58.72,5.16,68,Running
LOOM0511,35.32,1.87,1206,58.9,4.45,418,Running
LOOM0512,33.92,1.74,1216,59.49,4.7,76,Running
LOOM0513,33.08,1.71,1182,61.82,4.27,288,Running
LOOM0514,37.2,1.66,1199,59.31,4.75,54,Running
LOOM0515,34.21,0.94,1199,60.96,4.44,238,Running
LOOM0516,35.55,1.24,1192,60.93,4.75,457,Running
LOOM0517,33.47,0.51,1206,58.1,4.74,375,Running
LOOM0518,37.04,1.82,1201,58.01,4.86,484,Running
LOOM0519,36.43,0.96,1193,60.12,4.44,301,Running
LOOM0520,37.77,1.96,1189,60.85,4.29,168,Running
LOOM0521,37.38,1.28,1203,59.83,4.95,347,Running
LOOM0522,32.57,0.7,1205,58.3,4.77,272,Running
LOOM0523,35.97,0.7,1198,59.04,4.52,460,Running
LOOM0524,34.36,1.75,1200,59.27,4.47,88,Running
LOOM0525,37.66,0.7,1217,58.44,4.31,280,Running
LOOM0526,34.8,1.11,1214,59.43,4.97,281,Running
LOOM0527,33.85,0.9,1187,58.36,5.01,205,Running
LOOM0528,36.96,1.55,1182,58.86,5.06,125,Running
LOOM0529,32.55,0.87,1202,59.58,4.25,203,Running
LOOM0530,33.56,1.99,1181,61.81,5.05,334,Running
LOOM0531,36.49,0.87,1209,58.41,4.99,112,Running
LOOM0532,32.07,1.75,1194,58.52,5.02,240,Running
LOOM0533,36.12,1.91,1185,60.33,4.46,466,Running
LOOM0534,32.45,2.0,1192,61.61,4.64,115,Running
LOOM0535,32.55,1.77,1201,58.49,5.14,75,Running
LOOM0536,33.01,1.36,1205,59.98,4.58,268,Running
LOOM0537,33.04,0.82,1191,59.1,4.65,126,Running
LOOM0538,32.21,1.43,1195,60.59,4.7,331,Running
LOOM0539,34.87,0.63,1204,58.55,4.4,458,Running
LOOM0540,35.15,1.45,1214,61.18,5.19,450,Running
LOOM0541,36.28,1.22,1211,59.38,4.77,214,Running
LOOM0542,34.33,0.77,1200,60.39,4.23,465,Running
LOOM0543,36.67,0.59,1210,60.12,4.97,169,Running
LOOM0544,37.84,0.65,1195,59.07,5.02,427,Running
LOOM0545,32.34,1.99,1194,60.3,5.18,248,Running
LOOM0546,34.13,1.76,1191,58.7,4.79,462,Running
LOOM0547,36.43,1.04,1217,58.11,4.9,340,Running
LOOM0548,35.38,1.34,1192,61.35,5.01,302,Running
LOOM0549,35.25,0.76,1182,58.36,4.43,162,Running
LOOM0550,32.12,1.22,1201,61.67,4.4,116,Running
LOOM0551,34.04,0.77,1200,58.24,4.35,410,Running
LOOM0552,37.5,1.66,1213,61.44,5.16,241,Running
LOOM0553,36.23,1.49,1217,58.4,4.5,119,Running
LOOM0554,37.86,1.6,1207,61.17,5.16,382,Running
LOOM0555,33.9,1.56,1215,60.77,5.13,452,Running
LOOM0556,34.14,1.5,1191,59.51,4.93,200,Running
LOOM0557,32.76,1.59,1216,59.57,5.19,340,Running
LOOM0558,32.19,1.4,1219,58.88,4.77,304,Running
LOOM0559,32.84,1.62,1195,59.39,4.52,375,Running
LOOM0560,37.31,0.63,1220,60.92,4.54,55,Running
LOOM0561,33.59,0.87,1184,59.4,4.99,418,Running
LOOM0562,32.01,1.08,1206,61.88,5.08,302,Running
LOOM0563,37.29,1.03,1204,58.41,4.68,492,Running
LOOM0564,35.47,1.64,1194,58.65,4.27,483,Running
LOOM0565,32.2,0.53,1196,61.81,4.27,137,Running
LOOM0566,37.33,0.74,1184,60.19,5.1,97,Running
LOOM0567,34.03,1.98,1210,60.82,4.63,384,Running
LOOM0568,32.99,1.83,1190,58.21,4.53,147,Running
LOOM0569,34.46,1.33,1214,59.06,4.48,171,Running
LOOM0570,32.58,1.09,1215,61.36,4.35,234,Running
LOOM0571,32.02,0.63,1220,60.4,4.4,63,Running
LOOM0572,33.24,1.46,1185,59.89,4.32,451,Running
LOOM0573,34.38,1.23,1196,58.36,4.74,144,Running
LOOM0574,34.23,1.07,1191,59.78,4.46,288,Running
LOOM0575,33.58,1.76,1216,58.25,4.95,391,Running
LOOM0576,32.58,1.5,1214,59.66,4.96,166,Running
LOOM0577,35.32,1.76,1213,59.67,4.74,493,Running
LOOM0578,37.62,1.36,1195,59.91,4.28,487,Running
LOOM0579,36.29,1.25,1213,61.2,4.88,367,Running
LOOM0580,32.88,1.92,1208,58.69,5.18,158,Running
LOOM0581,36.85,0.69,1207,58.31,4.88,153,Running
LOOM0582,37.98,1.44,1218,59.03,5.11,463,Running
LOOM0583,32.4,1.08,1205,60.21,5.06,316,Running
LOOM0584,34.75,1.81,1219,60.35,4.98,107,Running
LOOM0585,34.49,0.72,1217,60.33,5.16,101,Running
LOOM0586,37.55,1.34,1186,61.14,5.07,500,Running
LOOM0587,34.06,1.12,1204,60.62,4.77,292,Running
LOOM0588,32.22,0.91,1189,60.47,4.88,255,Running
LOOM0589,32.23,1.83,1201,60.76,4.25,293,Running
LOOM0590,37.53,1.85,1181,59.35,4.99,209,Running
LOOM0591,33.68,1.24,1186,61.89,4.43,203,Running
LOOM0592,37.85,1.16,1200,59.08,4.62,380,Running
LOOM0593,32.54,1.16,1206,60.96,4.96,494,Running
LOOM0594,34.24,0.58,1190,58.26,4.91,256,Running
LOOM0595,32.81,1.78,1216,58.12,4.39,476,Running
LOOM0596,33.2,0.59,1182,59.83,5.12,410,Running
LOOM0597,33.19,1.05,1209,60.02,4.84,113,Running
LOOM0598,36.09,0.86,1211,60.38,4.38,495,Running
LOOM0599,34.85,1.33,1202,58.65,5.09,433,Running
LOOM0600,36.99,0.64,1181,59.55,4.36,342,Running
LOOM0601,36.68,0.82,1194,60.59,4.88,187,Running
LOOM0602,35.91,1.27,1180,59.9,4.33,138,Running
LOOM0603,35.61,0.51,1196,60.43,5.14,414,Running
LOOM0604,37.8,1.46,1207,61.58,5.05,285,Running
LOOM0605,33.51,1.2,1213,61.3,4.6,102,Running
LOOM0606,32.04,2.0,1203,60.25,4.79,194,Running
LOOM0607,33.79,0.66,1184,59.35,4.48,216,Running
LOOM0608,37.17,0.89,1199,58.75,4.72,173,Running
LOOM0609,37.4,1.71,1218,59.62,4.52,121,Running
LOOM0610,36.33,1.48,1198,59.04,4.62,248,Running
LOOM0611,36.42,1.37,1216,61.26,4.54,415,Running
LOOM0612,33.33,1.3,1210,61.63,4.87,309,Running
LOOM0613,33.8,0.75,1215,58.72,4.3,115,Running
LOOM0614,36.45,1.59,1215,61.05,4.38,398,Running
LOOM0615,37.4,1.48,1194,59.42,4.94,207,Running
LOOM0616,34.52,1.83,1203,59.04,4.49,485,Running
LOOM0617,32.71,0.58,1220,60.33,5.14,86,Running
LOOM0618,34.83,0.79,1187,61.47,4.58,202,Running
LOOM0619,34.48,1.81,1189,58.55,4.4,259,Running
LOOM0620,37.92,1.84,1209,58.57,5.06,142,Running
LOOM0621,36.67,1.23,1220,61.95,4.51,79,Running
LOOM0622,32.03,0.91,1190,60.31,4.36,452,Running
LOOM0623,36.58,0.63,1219,59.73,4.63,269,Running
LOOM0624,37.79,1.07,1182,60.14,4.93,57,Running
LOOM0625,37.35,1.64,1213,58.76,4.88,370,Running
LOOM0626,36.4,0.84,1202,59.25,4.3,307,Running
LOOM0627,35.53,0.75,1182,59.19,4.49,422,Running
LOOM0628,35.12,1.29,1207,61.55,5.2,225,Running
LOOM0629,37.98,1.24,1192,58.66,5.11,465,Running
LOOM0630,34.42,0.84,1188,58.84,4.22,308,Running
LOOM0631,33.01,1.05,1182,59.5,4.84,444,Running
LOOM0632,35.21,0.57,1183,60.65,4.85,60,Running
LOOM0633,32.29,0.67,1208,59.52,4.75,292,Running
LOOM0634,36.21,0.81,1220,58.04,4.62,101,Running
LOOM0635,35.97,0.9,1218,60.8,4.62,103,Running
LOOM0636,35.07,1.43,1198,58.46,4.31,151,Running
LOOM0637,35.65,1.67,1213,61.89,4.56,259,Running
LOOM0638,33.77,0.56,1211,61.64,4.89,296,Running
LOOM0639,33.98,0.5,1185,61.63,5.04,392,Running
LOOM0640,34.96,1.92,1212,58.3,4.92,181,Running
LOOM0641,35.87,1.19,1198,59.06,4.25,466,Running
LOOM0642,33.05,0.56,1198,59.44,4.88,268,Running
LOOM0643,36.43,0.64,1182,58.04,4.34,381,Running
LOOM0644,33.02,1.04,1208,61.82,4.47,425,Running
LOOM0645,32.56,1.72,1191,58.46,4.6,283,Running
LOOM0646,33.63,1.08,1210,61.2,4.85,458,Running
LOOM0647,33.0,0.7,1183,61.93,5.04,103,Running
LOOM0648,34.5,1.39,1216,60.71,4.38,244,Running
LOOM0649,36.67,1.42,1188,59.93,4.69,260,Running
LOOM0650,34.64,0.6,1200,58.05,5.07,318,Running
LOOM0651,36.61,1.36,1216,58.9,5.16,497,Running
LOOM0652,34.03,1.28,1219,58.38,4.86,177,Running
LOOM0653,34.89,1.5,1204,58.59,5.03,363,Running
LOOM0654,32.33,1.47,1190,60.02,4.67,303,Running
LOOM0655,37.22,0.61,1211,59.28,4.53,192,Running
LOOM0656,32.3,0.83,1204,59.61,4.43,285,Running
LOOM0657,34.67,1.36,1185,61.43,4.65,110,Running
LOOM0658,37.88,1.62,1181,58.41,4.61,335,Running
LOOM0659,35.29,1.74,1218,61.85,4.84,310,Running
LOOM0660,35.37,1.48,1209,61.8,4.56,77,Running
LOOM0661,36.9,1.77,1201,60.24,4.82,292,Running
LOOM0662,36.3,1.04,1208,58.46,4.96,163,Running
LOOM0663,32.01,1.03,1220,61.86,4.49,317,Running
LOOM0664,34.24,0.66,1190,59.97,5.02,430,Running
LOOM0665,36.33,0.66,1219,58.78,4.32,486,Running
LOOM0666,34.36,1.19,1192,60.87,4.31,262,Running
LOOM0667,32.28,1.45,1217,58.49,5.09,284,Running
LOOM0668,35.95,1.93,1188,61.86,4.2,426,Running
LOOM0669,32.29,1.9,1217,59.93,4.71,140,Running
LOOM0670,36.15,0.76,1188,58.41,4.86,360,Running
LOOM0671,37.3,1.26,1204,59.67,4.81,404,Running
LOOM0672,36.57,0.91,1201,61.88,4.65,118,Running
LOOM0673,32.83,1.4,1212,59.2,4.9,490,Running
LOOM0674,33.88,1.61,1215,60.53,4.4,369,Running
LOOM0675,36.29,1.53,1188,61.93,4.85,141,Running
LOOM0676,35.02,1.54,1200,60.84,4.96,337,Running
LOOM0677,34.88,1.36,1206,60.7,5.09,323,Running
LOOM0678,33.72,1.77,1180,60.09,4.23,124,Running
LOOM0679,32.32,0.58,1197,61.0,4.36,196,Running
LOOM0680,36.1,0.72,1183,60.76,4.5,435,Running
LOOM0681,35.25,1.04,1208,58.41,5.07,428,Running
LOOM0682,35.37,0.84,1215,59.56,4.71,457,Running
LOOM0683,36.79,0.93,1183,61.71,4.59,453,Running
LOOM0684,37.85,0.97,1215,58.22,4.94,153,Running
LOOM0685,35.72,1.67,1208,61.32,5.11,410,Running
LOOM0686,36.26,1.05,1217,60.19,4.8,447,Running
LOOM0687,36.35,0.79,1208,58.71,4.88,145,Running
LOOM0688,37.77,1.6,1187,59.51,4.63,334,Running
LOOM0689,33.59,0.74,1196,58.02,4.67,129,Running
LOOM0690,32.24,1.89,1218,58.2,5.13,365,Running
LOOM0691,37.06,0.95,1216,60.2,4.27,412,Running
LOOM0692,33.91,0.83,1191,60.08,4.99,131,Running
LOOM0693,34.5,1.31,1185,59.4,5.08,389,Running
LOOM0694,33.99,1.04,1193,61.8,4.82,293,Running
LOOM0695,37.98,1.74,1180,58.46,4.55,173,Running
LOOM0696,37.43,1.42,1219,58.98,4.24,214,Running
LOOM0697,34.29,1.69,1187,59.54,4.74,194,Running
LOOM0698,32.15,1.28,1203,60.06,4.71,299,Running
LOOM0699,32.26,1.85,1192,59.28,4.28,99,Running
LOOM0700,33.0,1.93,1214,60.13,4.83,157,Running
LOOM0701,36.02,1.66,1207,61.34,4.41,474,Running
LOOM0702,36.22,1.96,1207,60.59,5.14,432,Running
LOOM0703,36.12,0.54,1201,58.15,4.27,141,Running
LOOM0704,36.77,1.34,1216,61.29,5.11,258,Running
LOOM0705,34.33,1.45,1207,59.27,4.59,110,Running
LOOM0706,35.21,1.46,1219,58.25,4.95,73,Running
LOOM0707,36.21,0.61,1212,58.42,4.99,204,Running
LOOM0708,35.64,0.92,1208,59.53,5.02,65,Running
LOOM0709,34.84,1.3,1188,60.99,5.0,484,Running
LOOM0710,35.27,1.94,1189,59.19,5.09,457,Running
LOOM0711,37.2,1.47,1180,60.21,4.76,113,Running
LOOM0712,32.25,1.36,1205,60.15,5.15,206,Running
LOOM0713,33.26,1.61,1202,58.85,5.11,485,Running
LOOM0714,35.08,0.74,1194,60.47,4.45,108,Running
LOOM0715,33.09,1.7,1183,61.41,5.13,331,Running
LOOM0716,34.77,1.32,1198,60.69,4.45,151,Running
LOOM0717,36.35,1.23,1201,59.43,4.87,170,Running
LOOM0718,32.6,1.43,1192,59.27,4.65,365,Running
LOOM0719,35.96,1.54,1189,60.26,4.56,211,Running
LOOM0720,37.75,0.75,1200,58.98,4.42,428,Running
LOOM0721,35.85,0.92,1203,58.54,4.93,499,Running
LOOM0722,34.88,1.17,1199,59.95,4.31,380,Running
LOOM0723,35.64,1.76,1188,61.57,4.4,425,Running
LOOM0724,37.32,0.61,1184,61.57,5.05,373,Running
LOOM0725,32.19,1.37,1205,61.08,4.41,68,Running
LOOM0726,35.31,1.32,1214,59.89,4.98,237,Running
LOOM0727,34.35,1.84,1217,60.93,4.49,287,Running
LOOM0728,35.01,0.64,1203,60.01,4.86,484,Running
LOOM0729,37.78,1.97,1190,61.03,4.34,131,Running
LOOM0730,33.07,1.92,1189,60.94,4.68,233,Running
LOOM0731,32.24,1.64,1194,58.25,4.57,71,Running
LOOM0732,36.01,1.28,1203,59.55,5.12,73,Running
LOOM0733,32.24,1.47,1186,60.81,4.72,474,Running
LOOM0734,33.64,1.61,1217,60.18,4.37,384,Running
LOOM0735,34.27,1.38,1184,60.07,4.58,164,Running
LOOM0736,35.1,1.03,1202,59.95,4.68,359,Running
LOOM0737,32.04,1.82,1208,58.66,4.28,379,Running
LOOM0738,33.68,0.73,1190,59.45,4.92,110,Running
LOOM0739,35.97,1.12,1201,60.88,4.68,295,Running
LOOM0740,34.87,1.39,1206,58.09,4.24,343,Running
LOOM0741,35.55,0.7,1212,58.16,4.77,78,Running
LOOM0742,33.0,1.88,1213,61.83,4.8,338,Running
LOOM0743,35.83,1.82,1198,61.79,4.42,360,Running
LOOM0744,37.96,1.8,1190,58.88,4.61,123,Running
LOOM0745,36.77,1.73,1191,60.49,4.71,135,Running
LOOM0746,36.35,1.01,1209,60.39,4.27,243,Running
LOOM0747,34.31,0.66,1192,60.09,5.11,400,Running
LOOM0748,34.52,0.72,1186,58.71,5.1,357,Running
LOOM0749,32.23,1.68,1212,61.01,4.29,387,Running
LOOM0750,32.78,1.41,1180,61.59,4.97,382,Running
LOOM0751,34.59,1.13,1182,60.79,4.63,460,Running
LOOM0752,34.89,1.65,1202,60.36,4.94,439,Running
LOOM0753,37.02,1.36,1207,58.54,4.68,169,Running
LOOM0754,37.46,0.63,1218,61.51,4.61,146,Running
LOOM0755,32.03,1.62,1180,60.31,4.32,53,Running
LOOM0756,34.25,0.81,1200,59.64,4.31,268,Running
LOOM0757,35.91,0.88,1214,59.69,4.57,191,Running
LOOM0758,37.95,1.1,1193,59.65,4.98,297,Running
LOOM0759,33.07,1.34,1210,59.02,4.51,226,Running
LOOM0760,36.65,1.1,1188,61.42,4.86,432,Running
LOOM0761,33.38,1.67,1190,58.4,4.71,452,Running
LOOM0762,34.03,1.33,1183,58.64,5.16,52,Running
LOOM0763,36.83,1.73,1210,61.7,4.64,82,Running
LOOM0764,33.58,1.06,1218,58.15,4.58,255,Running
LOOM0765,35.68,1.28,1218,58.23,4.97,139,Running
LOOM0766,35.84,1.16,1192,61.4,5.13,315,Running
LOOM0767,33.72,0.55,1218,60.04,4.9,364,Running
LOOM0768,33.02,0.55,1195,60.62,5.18,94,Running
LOOM0769,37.98,1.67,1202,60.68,4.61,152,Running
LOOM0770,35.11,1.61,1184,61.68,4.75,421,Running
LOOM0771,36.98,1.87,1202,59.39,5.02,165,Running
LOOM0772,35.64,0.79,1205,60.3,4.46,258,Running
LOOM0773,35.04,1.34,1212,59.18,5.15,461,Running
LOOM0774,35.08,0.89,1214,61.25,4.77,405,Running
LOOM0775,34.66,1.07,1210,61.08,4.96,447,Running
LOOM0776,34.75,1.19,1217,61.45,4.68,182,Running
LOOM0777,32.41,1.45,1194,60.71,4.43,211,Running
LOOM0778,34.47,1.03,1214,58.04,5.03,177,Running
LOOM0779,33.72,1.1,1201,58.3,5.13,293,Running
LOOM0780,33.88,0.83,1216,59.08,5.15,399,Running
LOOM0781,37.58,0.79,1192,58.94,4.44,185,Running
LOOM0782,33.24,0.8,1195,61.35,4.56,448,Running
LOOM0783,32.64,1.88,1211,60.46,4.96,327,Running
LOOM0784,37.75,1.77,1203,60.48,4.69,344,Running
LOOM0785,37.21,1.24,1212,59.12,4.42,345,Running
LOOM0786,32.77,1.29,1207,59.91,4.74,307,Running
LOOM0787,34.08,1.79,1191,59.83,4.32,315,Running
LOOM0788,34.76,1.53,1180,60.7,4.58,101,Running
LOOM0789,33.95,1.42,1196,58.75,4.46,187,Running
LOOM0790,34.83,1.42,1203,58.74,4.62,264,Running
LOOM0791,36.2,1.06,1205,59.12,4.38,117,Running
LOOM0792,37.88,1.53,1186,60.88,5.0,334,Running
LOOM0793,34.59,1.07,1189,61.2,4.94,292,Running
LOOM0794,36.83,0.76,1211,58.54,5.09,372,Running
LOOM0795,35.1,1.58,1211,59.2,4.76,340,Running
LOOM0796,32.29,0.65,1190,58.24,5.01,293,Running
LOOM0797,37.03,0.64,1201,59.04,4.56,335,Running
LOOM0798,37.59,0.89,1181,59.65,4.55,397,Running
LOOM0799,37.78,0.8,1216,60.6,4.74,449,Running
LOOM0800,33.71,0.99,1212,59.95,4.94,90,Running
LOOM0801,34.29,0.93,1220,61.83,5.07,377,Running
LOOM0802,36.85,1.01,1220,60.45,4.6,86,Running
LOOM0803,32.47,1.02,1200,59.27,4.49,186,Running
LOOM0804,35.63,1.09,1208,61.12,5.14,432,Running
LOOM0805,35.52,1.95,1206,58.67,5.05,114,Running
LOOM0806,36.37,1.49,1185,58.84,4.6,98,Running
LOOM0807,32.38,1.82,1215,58.22,4.97,318,Running
LOOM0808,36.59,0.62,1196,60.47,4.28,249,Running
LOOM0809,33.86,0.87,1198,59.77,4.33,319,Running
LOOM0810,37.03,0.54,1202,61.44,4.53,293,Running
LOOM0811,34.8,1.81,1197,60.19,4.34,407,Running
LOOM0812,35.24,1.39,1209,60.52,4.84,338,Running
LOOM0813,34.61,1.46,1214,59.24,4.55,326,Running
LOOM0814,33.36,0.63,1199,59.46,4.46,205,Running
LOOM0815,32.06,1.28,1188,59.38,4.67,54,Running
LOOM0816,36.13,1.24,1210,59.2,4.97,458,Running
LOOM0817,33.76,0.85,1180,60.19,4.39,337,Running
LOOM0818,34.62,0.87,1204,61.31,4.42,90,Running
LOOM0819,34.53,0.86,1219,61.23,4.88,195,Running
LOOM0820,35.89,1.3,1197,59.65,5.05,143,Running
LOOM0821,32.82,0.67,1209,60.47,4.47,368,Running
LOOM0822,34.95,0.98,1189,58.2,4.73,145,Running
LOOM0823,37.83,0.92,1188,60.86,4.93,169,Running
LOOM0824,32.54,0.52,1193,59.37,4.51,459,Running
LOOM0825,34.99,1.06,1182,59.32,5.04,124,Running
LOOM0826,32.34,1.66,1184,60.17,4.38,480,Running
LOOM0827,33.5,1.07,1180,58.49,4.97,177,Running
LOOM0828,34.31,1.96,1195,60.95,4.23,285,Running
LOOM0829,36.41,0.64,1193,59.89,4.88,209,Running
LOOM0830,37.62,0.74,1182,60.98,4.75,112,Running
LOOM0831,33.52,1.46,1192,59.44,4.25,391,Running
LOOM0832,33.31,0.67,1220,59.74,4.22,456,Running
LOOM0833,33.66,0.68,1195,58.04,4.24,451,Running
LOOM0834,36.14,1.53,1189,59.49,4.29,130,Running
LOOM0835,35.0,1.53,1201,61.72,5.2,370,Running
LOOM0836,32.36,1.03,1189,60.81,4.99,114,Running
LOOM0837,34.93,0.98,1215,61.15,4.96,462,Running
LOOM0838,37.35,1.6,1181,60.76,4.56,118,Running
LOOM0839,33.5,0.56,1208,60.24,4.74,300,Running
LOOM0840,33.14,0.78,1202,59.29,4.67,494,Running
LOOM0841,36.99,1.87,1215,58.64,4.73,280,Running
LOOM0842,33.77,0.9,1203,59.82,4.98,309,Running
LOOM0843,34.27,0.78,1181,60.48,4.56,367,Running
LOOM0844,33.43,1.58,1214,61.28,4.39,399,Running
LOOM0845,34.99,1.33,1219,59.13,4.61,214,Running
LOOM0846,32.66,1.28,1184,58.18,5.14,141,Running
LOOM0847,37.24,0.8,1211,58.77,4.23,378,Running
LOOM0848,37.02,1.49,1213,60.5,4.79,75,Running
LOOM0849,34.2,1.41,1184,58.05,5.12,385,Running
LOOM0850,34.95,1.83,1185,59.87,4.84,234,Running
LOOM0851,35.35,1.91,1206,61.29,4.99,79,Running
LOOM0852,36.94,0.9,1182,60.94,5.03,89,Running
LOOM0853,37.67,1.94,1186,58.4,4.43,247,Running
LOOM0854,33.14,1.29,1195,60.28,5.15,335,Running
LOOM0855,36.5,1.12,1186,61.07,4.78,395,Running
LOOM0856,34.75,1.5,1186,58.67,4.38,255,Running
LOOM0857,35.03,1.49,1214,61.99,4.64,230,Running
LOOM0858,37.41,1.33,1200,61.38,4.61,374,Running
LOOM0859,34.58,1.59,1218,58.96,4.75,242,Running
LOOM0860,36.59,1.89,1196,59.44,4.65,253,Running
LOOM0861,32.0,0.55,1198,60.38,4.72,204,Running
LOOM0862,32.04,1.98,1193,61.42,4.22,470,Running
LOOM0863,37.66,1.73,1215,60.05,4.77,342,Running
LOOM0864,32.93,0.56,1202,58.62,4.46,348,Running
LOOM0865,33.5,0.88,1199,58.37,4.6,161,Running
LOOM0866,36.41,1.59,1210,58.69,5.03,403,Running
LOOM0867,36.22,1.73,1186,60.38,4.5,424,Running
LOOM0868,36.85,1.07,1183,61.69,4.53,500,Running
LOOM0869,36.9,1.12,1187,61.48,4.43,384,Running
LOOM0870,37.1,1.89,1220,61.11,4.58,206,Running
LOOM0871,35.15,0.98,1216,58.6,4.7,163,Running
LOOM0872,32.92,1.51,1205,61.88,4.95,344,Running
LOOM0873,35.03,0.83,1198,61.15,4.35,222,Running
LOOM0874,32.5,1.36,1183,60.19,4.46,254,Running
LOOM0875,35.01,1.66,1188,61.05,4.68,151,Running
LOOM0876,34.93,1.48,1192,60.24,5.2,318,Running
LOOM0877,33.48,0.61,1207,59.29,5.12,95,Running
LOOM0878,32.68,1.12,1203,59.39,4.52,354,Running
LOOM0879,35.93,1.65,1190,61.95,4.82,461,Running
LOOM0880,34.65,0.72,1182,61.7,4.43,400,Running
LOOM0881,34.24,1.64,1185,58.45,4.25,367,Running
LOOM0882,37.56,1.8,1198,58.05,4.89,106,Running
LOOM0883,33.83,1.21,1201,58.84,4.74,154,Running
LOOM0884,35.28,1.63,1215,59.93,4.93,122,Running
LOOM0885,36.17,1.5,1204,60.33,4.86,72,Running
LOOM0886,33.53,0.59,1192,61.16,4.82,77,Running
LOOM0887,34.79,1.92,1184,59.55,4.47,486,Running
LOOM0888,37.48,1.04,1186,58.08,5.07,382,Running
LOOM0889,34.32,1.97,1212,61.91,4.3,211,Running
LOOM0890,34.91,1.4,1185,58.75,4.7,284,Running
LOOM0891,35.36,1.57,1182,58.99,4.73,220,Running
LOOM0892,34.94,1.62,1181,59.39,4.55,370,Running
LOOM0893,33.81,1.99,1212,59.1,4.26,181,Running
LOOM0894,37.27,1.84,1181,61.78,5.15,165,Running
LOOM0895,32.91,1.85,1188,58.35,4.58,397,Running
LOOM0896,35.67,1.44,1194,59.67,4.77,268,Running
LOOM0897,37.82,1.86,1201,59.8,4.33,384,Running
LOOM0898,32.83,1.31,1192,61.45,4.51,411,Running
LOOM0899,37.39,1.86,1207,61.98,5.18,124,Running
